aaa;aaa;anda;12;100;0;;;0
302;;Super Acidos Georgalos  x450 grs (12);5.27;0;N;1;12;0
303;;Tab.Premiun sin azucar 20x23g (12);27.21;0;N;1;12;0
386;;Petaca ginebra llave x200 (12);3.53;0;N;1;12;0
387;;Petaca gin x200 (12);3.53;0;N;1;12;0
388;;Petaca Vodka x200 (12);5.62;0;N;1;12;0
389;;Petaca Licor de Cafe Cognac x200 (12);5.12;0;N;1;12;0
396;;Petaca Licor de Menta  x200 (12);3.53;0;N;1;12;0
397;;Petaca Licor de Chocolate  x200 (12);3.53;0;N;1;12;0
398;;Petaca Licor de Dulce de leche  x200 (12);3.53;0;N;1;12;0
1515;;Jugo Rindedos Maxi Frutal  20x30g;19.11;0;N;1;1;0
1523;;Jugo Rindedos Light mix frutal 20x30g;19.11;0;N;1;1;0
1452;;Cartuchera Sugus 20 x 66g;3.48;0;N;1;20;0
7791290783393;;Drive x 800gr (24);5.73;9;N;1;24;0
135;;Drive Matic x 800gr (24);5.73;255;N;1;24;0
7791290784543;;Camellito  Baja Espuma x 450ml (12);8.03;84;N;1;12;0
7791290784529;;Camellito  regular x 450ml (12);8.03;64;N;1;12;0
7791293028187;;Des. Axe Fusionx113gr (12);9.1;69;N;1;12;0
510;;Dove shower12x250ml;8.82;7;N;1;12;0
7791293990835;;Jabon Lux Pruebame 3x125g (24);7.14;49;N;1;24;0
7791293005287;;Des. rexona aerosol mujer  x 105 g (12);9.58;160;N;1;12;0
75026448;;Des. rexona barra mujer x 50 g (12);12.07;22;N;1;12;0
78927216;;Des. rexona rollon mujerx 50 g (12);6.56;2;N;1;12;0
451;;Maq. Prestobarba Ultra Grip;2.37;0;N;1;576;0
452;;Maq. Minora x 1u (24);0.83;0;N;1;576;0
516;;Polvo Limpiador Odex relusol 12u x 500g;2.44;0;N;1;12;0
7791599000887;;Fideos Ave Maria x 500g;2.12;831;N;1;12;0
7791599000238;;Fideos Dedalito x 500g;2.12;1763;N;1;12;0
7793522000469;17793522000466;Magdalena rellena D.Lx 10u (10);4.95;3;N;1;10;0
520;;Cubanitos cubamax x 21u;5.39;0;N;1;10;0
525;;Car. Menta Georgalos  x450 grs (12);6.1;2;N;1;12;0
527;;Car. Miel Georgalos  x450 grs (12);6.1;0;N;1;12;0
528;;Choc. Moneda Rul.16x286g;12.04;0;N;1;16;0
7791293007090;;Sedal Sh. sos caida 12x200 ml;5.52;296;N;1;12;0
7791293010250;;Sedal Ac Brillo Glos x 200 (12);5.52;82;N;1;12;0
7791293990019;;Sedal Ac reparacion x 200 (12);4.9;0;N;1;12;0
7791293010090;;Sedal Ac L. extremo x 200 (12);5.52;103;N;1;12;0
7791293433837;;Sedal Sh. brillo gloss12x200 ml;5.52;267;N;1;12;0
7791293990668;;Jabon Lux degustame x 125gr (72);2.4;873;N;1;72;0
7791293990774;;Jabon Lux 2 x 90gr Refrescate (50);2.71;941;N;1;50;0
7798113159410;;Dale Vainilla x 75 grs (36);0.77;1;N;1;36;0
7798113159403;;Dale chocolate x 75 grs (36);0.77;4690;N;1;36;0
7798113159427;;Dale Banana x 75 grs (36);0.77;3923;N;1;36;0
7798113159434;;Dale Frutilla x 75 grs (36);0.77;0;N;1;36;0
7798113159441;;Dale Maria Clasica x 145 grs (30);1.49;61;N;1;30;0
7798113157010;;Argentitas Tripack x 330 grs (12);2.51;5754;N;1;12;0
553;;Chupetin Megacosmos TUTTI 12x24 u;7.68;86;N;1;12;0
554;;Gomita Yelly Roll frut. bosqueX1 Kgs;11.55;0;N;1;6;0
555;;Encendedores Cancun x 10u;6.89;0;N;1;100;0
7798036400903;;Alf Obvio 20g x 60uc (fruta);9.39;0;N;1;1;0
567;;Bombon Love Story x 500g;11.27;0;N;1;16;0
7791599000276;;Fideos cabello de angel x 500g (12);2.52;0;N;1;10;0
7798113157003;;Argentitas x 110 grs (36);0.98;3756;N;1;36;0
405;;Masticable disney x 500g;6.37;0;N;1;12;0
7793024684181;;Chupetin disney x 60 u;8.34;0;N;1;12;0
478;;Maxi osi Disney (12);6.94;0;N;1;12;0
7798113157164;;Argentitas salvado  x 240grs (24);1.74;991;N;1;24;0
7794000593978;67794000593970;Knorr S. Cubos oliva y albah x4 (12);2.63;0;N;1;120;0
7794000593961;67794000593963;Knorr S. Cubos cuatro quesosx4 (12);2.63;0;N;1;120;0
7798000211221;;INFINITUS CHARDO/SEMILLON 6 x 750;20.76;0;N;1;6;0
7790064001633;;Algodon Estrella x 100g (40);2.62;800;N;1;40;0
7791290785496;;Pan Ala Regular x 200gr (84);1.98;1651;N;1;84;0
562;;Mayonesa Hellmanns deliete x 500cc;7.28;0;N;1;15;0
563;;Mayonesa Hellmanns deliete 8u x 250cc;2.99;0;N;1;8;0
564;;Mayonesa Hellmanns deliete 12x400g;5.92;0;N;1;12;0
409;;Jabon Protex liquido x 221ml;9.08;0;N;1;12;0
410;;Cepillo Colgate Premier (12);1.86;1;N;1;48;0
277;;Coctel Vaianu Durazno x 750 (6&;6.9;0;N;1;6;0
278;;Coctel Vaianu Fresa x 750 (6&;6.9;0;N;1;6;0
7790710031014;;Yerba CBSE X500GR (12);3.72;287;N;1;12;0
7790710334146;;Yerba CBSE EndulzadaX500GR (12);3.91;174;N;1;12;0
7790710334023;;Yerba CBSE Limon X500GR (12);3.92;72;N;1;12;0
7790710334009;;Yerba CBSE Naranja X500GR (12);3.92;99;N;1;12;0
7790710334016;;Yerba CBSE Pomelo X500GR (12);3.92;165;N;1;12;0
7790710334085;;Yerba CBSE Silueta X500GR (12);3.92;40;N;1;12;0
7790710334108;;Yerba CBSE Regulase X500GR (12);3.92;59;N;1;12;0
7790710334092;;Yerba CBSE Energia X500GR (12);3.91;140;N;1;12;0
7792665010427;;Arroz monarca 0000  x 500g (10);1.52;2873;N;1;10;0
7790314056789;;C. del Sur  Tto 6 x 700;4.21;0;N;1;6;0
468;;Arizu Tto 12 x 1000;4.44;0;N;1;12;0
701;;Sedal Sh verano block x 24u;9.6;0;N;1;4;0
7791293008646;;Sedal ac rizos obedientes x 200 (12);5.15;72;N;1;12;0
703;;Des. Impulse Deo verano 12x53gr;6.45;0;N;1;12;0
7791293512389;;Des. Axe spray summer 12x113g;8.49;0;N;1;12;0
7791293785172;;Suave Sh chocolate  8x930ml;6.98;84;N;1;8;0
7791293785189;;Suave Ac chocolate  8x930ml;6.98;43;N;1;8;0
689;;Torta festival de crisantemos;59.65;0;N;1;12;0
587;;Ca�on 12 Tiros + Bomba;8.08;0;N;1;60;0
594;;Bomba de estruendo x 6u  2 1/2";58.71;4;N;1;20;0
7791290784727;;Cif gel naranja 12x600gr;9.4;73;N;1;12;0
643;;Ca�on c/ 6 Bombas trueno y color 2";63.48;0;N;1;18;0
7790129500231;;Ca�a Voladora/silvadora 30cm  con tiro 12x12;24.96;29;N;1;30;0
686;;Ca�a 90 cm sauces con punta destellante;12.58;0;N;1;100;0
708;;Ades frutilla kiwi x 200 cc;1.45;0;N;1;24;0
709;;Ades mandarina durazno x 200 cc;1.44;0;N;1;24;0
710;;Ades frutilla kiwi x 1lt;3.69;0;N;1;12;0
711;;Ades mandarina durazno x 1lt;3.65;0;N;1;12;0
690;;Torta resplandores multicolor x 1;38.37;1;N;1;36;0
7798082530302;;Surtidas Fantasia x350g (18);2.5;0;N;1;18;0
7790314057083;;Arizu bco 12 x 1000;3.45;0;N;1;12;0
7790314056796;;C. del Sur  bco 6 x 700;4.55;0;N;1;6;0
7791599000931;;Fideos caracolito x 500g;2.12;755;N;1;12;0
2779089300063;;Grandote 2 fruta 40u x 38g;16.61;0;N;1;1;0
384;;Ca�a 80 cm Triple Efecto  x 6u;8.3;0;N;1;144;0
7790380016885;;Nucrem Georgalo (mantecol) x170 g (30);3.93;0;N;1;30;0
7792350004564;;Jardinera x 350 (24);2.67;809;N;1;24;0
492;;salsa golf Hellmanns 3 x 2900cc;21.89;0;N;1;3;0
7794000544130;77794000545139;Caldos Wilde Verdura x 2 (24);0.58;518;N;1;480;0
7794000542716;17794000542713;Caldos Wilde gallina x 12 (80);3.25;16;N;1;80;0
7791293990231;;Jabon rexona cool breeze x 125gr (72);1.99;727;N;1;72;0
692;;Torta Sue�o de Palmeras x1;163.5;0;N;1;4;0
694;;Ca�on Trueno 2 1/2;14.64;0;N;1;60;0
7790703168352;;Bess Bco x750 (6);7.28;55;N;1;6;0
681;;Bess Melon x750 (6);8.92;46;N;1;6;0
7790703168413;;Bess Durazno x750 (6);8.92;48;N;1;6;0
717;;Fideos caracolito x 5 kg;17.26;0;N;1;1;0
7791599012705;;Fideos tallarin largo  x 5 kg;17.26;3;N;1;1;0
7790950005882;37790950005883;Terma Patagonico12 x 1250 cc;5.37;46;N;1;12;0
7790703000058;;Finca Los Primos tto x750 (6);10.02;1;N;1;6;0
7791290782327;;Cif Power crem ba�o. 12x500ml;6.6;138;N;1;12;0
7791290782341;;Cif Power crem cocina. 12x500ml;4.61;69;N;1;12;0
7791290008199;;Cif limp. univ.c/cloro  12x500ml;9.23;70;N;1;12;0
7791290785397;;Cif ba�o rep. econ.12x500ml;5.69;101;N;1;12;0
7791290785359;;Cif vidrio rep. econ.12x500ml;4.36;2;N;1;12;0
7791293041223;;Lord Cheseline clasi. 12x150 gr;7.66;53;N;1;12;0
7791293041322;;Lord Cheseline exploit12x150 gr;7.66;73;N;1;12;0
7791290000421;;Cif Crema bco12x750gr;6.39;66;N;1;12;0
7790590004108;;Trapo de piso ranchera x 1u;1.94;1;N;1;50;0
7790590005112;;Rejilla de Cocina x 1u;23.75;1035;N;1;200;0
7791599000894;;Fideos Municion x 500g;2.12;944;N;1;12;0
441;;Fideos Fusilis x 5 kg;17.26;95;N;1;1;0
7791599012712;;Fideos dedalito x 5 kg;17.26;0;N;1;1;0
443;;Fideos dedal x 5 kg;17.26;14;N;1;1;0
7794612313704;;Chocolatin Rospo choco 24ux10g;8.83;2;N;1;8;0
;;Promo Minyo x 24U;2.1;0;N;1;1;0
7802225587693;;Oblea Golpe black 20u x 29g;13.73;0;N;1;4;0
7791293010076;;Sedal Sh Liso Extremo x 200ml (12);5.52;80;N;1;12;0
77923424;;Rexona Odorono x 60g (12);6.23;110;N;1;12;0
7791293051123;;Talco Efficient x 100g (12);5.73;140;N;1;12;0
7791293051130;;Talco Efficient x 200g (6);9.84;83;N;1;6;0
7791293521473;;Rexona aerosol Trip Hombre x 115 g (12);9.18;1;N;1;12;0
7791293521480;;Rexona aerosol Ultra Hombre x 115 g (12);9.18;13;N;1;12;0
;;Rexona aerosol Ginseng Hombre x 115 g (12);9.18;14;N;1;12;0
7791293010106;;Sedal Ac  L. Extremo x 350 (12);8.88;23;N;1;12;0
489;;Sedal Crema Para Peinar x 300 (12);10.86;62;N;1;12;0
7798113159670;;Super Dale Frutilla x 112grs (24);1.39;72;N;1;24;0
7798113159656;;Super Dale chocolatex 112grs (24);1.39;174;N;1;24;0
7798113159663;;Super Dale vainilla x 112grs (24);1.39;123;N;1;24;0
7790703167683;;Bianchi Doc. syrah 6x750;18.69;19;N;1;6;0
7790590004214;;Franella Extra Grande;3.87;120;N;1;50;0
7792390001035;;Giacomo Carne x 500g (12);8.62;1;N;1;12;0
7791290783997;;Ala  Regular sol  24u x 400gr;4;321;N;1;24;0
7791290785564;;Cif active gel antiolor 12x300ml;6.34;68;N;1;12;0
7791293990781;;Jabon Lux pruebame x 125gr (72);2.4;334;N;1;72;0
7791293990798;;Jabon Lux  pruebame 3x125g (24);7.14;129;N;1;24;0
7791293623078;;Sedal Ac crecimiento x 200 (12);5.52;48;N;1;12;0
496;;Des. Axe spray instintc12x113g;9.1;312;N;1;12;0
7791293525303;;Des. Axe instintc12x90gr;10.36;5;N;1;12;0
7898422754464;;Dove AC therapy x 250 ml (12);8.82;1;N;1;12;0
579;;Dove Sh therapy x 250 ml (12);8.82;5;N;1;12;0
7891037006324;;close up eucaliptus 90 gr(12);3.35;251;N;1;12;0
7891037744257;;close up menthol 90 gr(12);3.35;74;N;1;12;0
7891037009820;;close up trip hortela 90 gr(12);3.35;117;N;1;12;0
7791599013414;;Harina 000 50 kgr Bruning;66.22;19;N;1;1;0
7790645002769;17790645002766;Pure de Tomate x 8kg;29.24;0;N;1;2;0
7798018161235;;Papas Fritas x 200 (12) Big Cheese;4.86;61;N;1;12;0
7790036972954;;Palitos de Maiz x 70g (15) Big Cheese;1.83;269;N;1;15;0
7790036001067;;Mani Salado x 30g (45) Big Cheese;0.57;173;N;1;45;0
7790036001081;;Mani Salado x 400g (8) Big Cheese;4.9;7;N;1;8;0
7790036001166;;Papas Fritas x 70g (15) Big Cheese;1.83;11;N;1;15;0
7790036140605;;Gaseosa Mocoreta Naranja 6u x 2lt;15.21;12;N;1;1;0
7790036141602;;Gaseosa Mocoreta Pomelo 6 x 2lt;15.21;14;N;1;1;0
7790036142609;;Gaseosa Mocoreta L.Limon 6u x 2lt;15.76;14;N;1;1;0
7790036158600;;Gaseosa Mocoreta Cola 6u x 2lt;15.21;17;N;1;1;0
7790036322124;;Jugo Mi-Ju Pomelo 6u X 500;12.15;42;N;1;1;0
7790036321127;;Jugo Mi-Ju Naranja 6u X 500;12.15;108;N;1;1;0
7790036973357;47790036973355;Pure de Tomate 7 dias x 530g;2.22;2793;N;1;12;0
7790036971605;;Baggio Naranja x 1lt (12);3.19;561;N;1;12;0
7790036512228;;Baggio Manzana x 1lt (12);3.19;2560;N;1;12;0
7790036555294;;Baggio Durazno x 1lt (12);3.19;2177;N;1;12;0
7790036559223;;Baggio Multifruta x 1lt (12);3.19;2496;N;1;12;0
7790036972558;;Baggio Multifruta x 200 (18);1.07;303;N;1;18;0
7790036972541;;Baggio Durazno x 200 (18);1.07;4416;N;1;18;0
7790036972510;;Baggio Manzana x 200 (18);1.07;4275;N;1;18;0
7790036972497;;Baggio Naranja x 200 (18);1.07;789;N;1;18;0
7790036971735;;Baggio Naranja x 125 (28);0.76;4152;N;1;28;0
7790036000176;;Baggio Manzana x 125 (28);0.76;10203;N;1;28;0
7790036000206;;Baggio Durazno x 125 (28);0.76;7592;N;1;28;0
7790036973289;;Baggio Naranja Ligth x 200;1.11;421;N;1;18;0
7790036973296;;Baggio Manzana Ligth x 200;1.11;492;N;1;18;0
7790036973302;;Baggio Durazno Ligth x 200;1.11;275;N;1;18;0
7790036305196;;Jugo Mi-Ju Naranja X 3lt (2);5.29;632;N;1;2;0
7790036948317;;Leche 7 dias/latte Entera x 1lt (12);3.28;4;N;1;12;0
7790036948324;;Leche 7 dias/Latte S.desc x 1lt (12);3.28;2510;N;1;12;0
7790036563299;;Baggio Vida Manzana x 1lt (12);3.19;47;N;1;12;0
7790036564296;;Baggio Vida Banana-Anana x 1lt (12);3.19;92;N;1;12;0
7790036972596;;Baggio Vida Durazno-Damasco x 200 (18);1.11;263;N;1;18;0
7790036972879;47790036972877;Polvo Mocoreta Naranja 10u x20g;6.13;127;N;1;12;0
7790036972886;47790036972884;Polvo Mocoreta Pomelo 10u x 20g;6.13;61;N;1;12;0
7790036972893;47790036972891;Polvo Mocoreta Anana 10u x 20g;6.13;120;N;1;12;0
7790036972916;47790036972914;Polvo Mocoreta Limonada 10u x20g;6.13;58;N;1;12;0
7790036972930;47790036972938;Polvo Mocoreta Mandarina 10u x 20g;6.13;92;N;1;12;0
7790036972589;;Baggio Vida banana-Anana x 200 (18);1.11;479;N;1;18;0
7790036000398;;Baggio Vida Durazno-Damasco x 1lt (12);3.3;483;N;1;12;0
7790036572482;;Baggio Naranja Ligth x 1lt (12);3.19;478;N;1;12;0
7790036573489;;Baggio Manzana Ligth x 1lt (12);3.19;404;N;1;12;0
7790036571485;;Baggio Durazno Ligth x 1lt (12);3.19;243;N;1;12;0
7790036972176;17790036972173;Aceite Oliva x 500cc (6);18.1;40;N;1;6;0
7790036000831;;Sangria Uvita x 1lt (12);3.81;551;N;1;12;0
7790036000848;;Clerico Uvita x 1lt (12);3.81;548;N;1;12;0
7790036001043;;Fiesta Uvita x 1lt (12);3.81;533;N;1;12;0
7790036972428;;Leche Chocolatada x 125 (28);1.01;2132;N;1;28;0
7790036972602;;Leche Chocolatada x200 (18);1.52;1150;N;1;18;0
7790036948294;;Leche Chocolatada x 1lt(12);4.12;1279;N;1;12;0
7790036947563;;Viejo Vi�edo Cabernet Sauv x 750 (6);9.98;10;N;1;6;0
7790036947556;;Viejo Vi�edo Malbec x 750(6);9.98;36;N;1;6;0
7790036948201;;Viejo Vi�edo Syrah x 750(6);9.98;11;N;1;6;0
7790036948553;;Talacasto Tto x 700 (6) vidrio;5.39;469;N;1;6;0
7790036948393;;Viejo Vi�edo Torrontes x 750(6);7.33;165;N;1;6;0
7790036948362;;Viejo Vi�edo Bco x 750 (6);7.33;104;N;1;6;0
7790036001098;;Bodega Privada Malbec x 700 (6);14.54;86;N;1;6;0
7790036948546;;Talacasto Bco x 700 (6) vidrio;4.81;185;N;1;6;0
7790036001036;;Amargo Mocoreta Cuyano x 1,5 (6);3.15;102;N;1;6;0
7790036001074;;Mani Salado x 70g (35) Big Cheese;1.11;0;N;1;35;0
7790036948379;;Viejo Vi�edo ttox 750 (6);7.33;383;N;1;6;0
7794000957541;;Mayonesa Rick x 350g (6) FR;3.79;0;N;1;6;0
7794000957527;27794000957521;Mayonesa Rick x 500g (15);4.56;39;N;1;15;0
695;;Mayonesa Rick Liviana x 250g;2.31;0;N;1;8;0
696;;Mayonesa Rick Liviana x 350g (6) FR;3.79;0;N;1;6;0
697;;Mayonesa Rick Liviana x 500g (15);4.58;0;N;1;15;0
;;Protector Diario Aposito Prima  x 10u (20);1.36;0;N;1;20;0
7791599000993;;Fideos Rosca Entrefino x 500g (12);2.52;6;N;1;10;0
;;Ketchup Hellmanns x 400 (6);6.26;0;N;1;24;0
713;;Caldos Knorr gran ver light 4x10x5sob;2.64;0;N;1;40;0
7794000516113;57794000516118;Knorr sopa cr cebolla 15 sob;2.4;13;N;1;15;0
7898422746155;;Clear Ac Caida Defense 12x200 ml;12.08;5;N;1;12;0
764;;Des. Impulse Deo Musk x 53gr (12);6.64;289;N;1;12;0
797;;Clear sh Caida Control 12x200 ml;12.06;0;N;1;12;0
7898422746216;;Clear sh 2 en 1 Dual Efect x200 ml (12);12.06;0;N;1;12;0
7898422746179;;Clear Reparacion Diaria x200 ml (12);12.06;5;N;1;12;0
7898422746193;;Clear Sh Caida Defense x 200 ml (12);12.06;1;N;1;12;0
7898422746162;;Clear Sh Suavidad x200 ml (12);12.06;8;N;1;12;0
975;;Sedal Sh r. obedientes x 200 (12);5.52;248;N;1;12;0
7791293007106;;Sedal Ac Caida x 200ml (12);5.52;148;N;1;12;0
812;;Gomas transformer 30grs (12);7.73;0;N;1;12;0
7794000524118;77794000524117;Sopa Casera gallc/fid cabello de angel x71,5 (10);1.87;0;N;1;10;0
7794000525115;77794000525114;Sopa Casera carne c/fid caracol x 71,5g  (10);1.87;0;N;1;10;0
1779019800109;;Pimienta EL Coya 10x25grs (1);10.62;0;N;1;1;0
816;;Pimenton El Coya 10x25grs (1);6.53;0;N;1;1;0
;17790198001117;Aji Molido El Coya 10x25grs (1);10.23;35;N;1;1;0
1779019800112;;Comino Molido El Coya 10x25grs (1);11.52;23;N;1;1;0
1779019800101;;Oregano Molido El Coya 10x10 (1);6.53;0;N;1;1;0
820;;Cafe en Saquito Galvan 24x25grs (1);3.84;0;N;1;24;0
7793024000158;;Bolon Eucaliptus x 907g;14.04;21;N;1;12;0
782;;Nuez Moscado entera x 2U;18.55;0;N;1;2;0
7791599014167;;Polenta x 500g Bruning (20);1.1;202;N;1;20;0
7790036948102;;Viejo Vi�edo V. Varietal x 750(6);9.98;498;N;1;6;0
7790380016939;;Mast. Full Tropic x 517g;6.29;0;N;1;12;0
7790380040255;;Bombon Daqui 50u x 9gr;11.47;137;N;1;12;0
7792665010571;;Arroz Monarca 00000 x 500 (10);1.69;7800;N;1;10;0
7891037009844;;close up Menta Verde 90 gr(12);3.35;77;N;1;12;0
7791293990132;;Jabon rexona pure fresh x 125gr (72);1.99;1681;N;1;72;0
7791293990330;;Jabon rexona  V8 x 125gr (72);1.99;662;N;1;72;0
7791293995847;;Jabon rexona  Happy x 125gr (72);1.99;0;N;1;72;0
7791293990675;;Jabon Lux encantame 3x125g (24);7.14;45;N;1;24;0
7791293990712;;Jabon Lux Sorprendeme 3x125g (24);7.14;99;N;1;24;0
7791293521503;;Jabon rexona Energizint x 125gr (72);1.99;924;N;1;72;0
7791293990705;;Jabon Lux x 125gr sorprendema (72);2.4;1038;N;1;72;0
7791293990866;;Jabon Lux x 125gr brilla (72);2.4;168;N;1;72;0
7790036846262;;Talacasto Tto x 1lt (12) Tetra;6.07;1123;N;1;12;0
7790036845265;;Talacasto Bco x 1lt (12) Tetra;5.27;170;N;1;12;0
1779809422513;;PIC NIC Blanco x 40u;16.96;0;N;1;1;0
7791290783348;;Drive regular Undia en el Parquex 400gr (24);2.88;1042;N;1;24;0
7791290783355;;Drive regular B. de Blancura x 400gr (24);2.88;263;N;1;24;0
7791290783416;;Drive Matic B.Blancura x400gr (24);2.88;156;N;1;24;0
7791290783423;;Drive Matic B. Lluvia x400gr (24);2.88;1196;N;1;24;0
7791290784420;;Drive Matic Orquidea x 400gr (24);2.88;5;N;1;24;0
763;;Choc era de hielo 40u x 8 gr Ngro;9.3;0;N;1;20;0
;;Harina maiz1 kgr Bruning (12);1.73;0;N;1;12;0
7790036000213;;Baggio Multifrutal x 125 (28);0.76;7255;N;1;28;0
7791293991382;;Jabon Suave Esencia de Flores x 150grs (60);1.49;1022;N;1;60;0
7790036973036;27790036973030;Pure de Tomate de la huerta x 210g (18);1.17;1973;N;1;18;0
791;;Leche 7 dias/Latte Desc x 1lt (12);2.81;0;N;1;12;0
7790036306193;;Jugo Mi-Ju Pomelo X 3lt (2);5.29;367;N;1;2;0
7790036553290;;Baggio Pera x 1lt (12);3.19;417;N;1;12;0
7790036554297;;Baggio Mza Verde x 1lt (12);3.19;383;N;1;12;0
7790036330198;;Jugo Mi-Ju Limonada X 3lt (2);5.29;913;N;1;2;0
938;;Sopa Casera Pollo c/Espinaca x 71,5g  (8);7.41;0;N;1;8;0
7791293991313;;Jabon Suave Miel y Almendras x 150grs (60);1.49;995;N;1;60;0
7794268004582;;Cafe Torrado R.M.  x 1kg;33.03;6;N;1;1;0
7791599014204;27791599014208;Pulpa de Tomate Parmalat x 520g;1.54;0;N;1;12;0
729;;Limpiador Esencial x 950 (15);2.45;0;N;1;15;0
7791293005362;;Des. Axe music star x 113g (12);9.1;74;N;1;12;0
7791293012834;;Des. Axe music star x 90g (12);10.36;0;N;1;12;0
7791680601108;;Mate Cocido La Hoja x 25s;1.71;299;N;1;20;0
7793522001077;17793522001074;Muffins Chocolate/dulce.Leche x 8u;11.61;0;N;1;6;0
7790036001111;;Bodega Privada x 700 (6) Cabernet Sau;14.54;23;N;1;6;0
7790036973319;;Uvita de plata Malbec x 1lt (12);6.42;713;N;1;12;0
7790036000459;;Vi�a Mayor Borgo�a x 750(6);5.35;332;N;1;6;0
7790036001029;;Amargo Mocoreta Serrano x 1,5 (6);3.1;92;N;1;6;0
7790036972299;;Agua Vida Pomelo Rosado  6 x 1,5;14.02;29;N;1;1;0
779095000351;37790950000352;Ron Castillo Blanco x 1lt;16.17;15;N;1;12;0
7790950111347;37790950111348;Ron Castillo Gold x 1lt;16.17;14;N;1;12;0
7898422748265;;Sedal Crema tratamineto ceramida  x 450 (6);12.35;8;N;1;6;0
7790380416913;;Nucrem 16 x 43g (8);16.44;127;N;1;8;0
7790380416982;;Bocadito Nucrem 18 x 20g (12);13.91;0;N;1;12;0
7790036973326;;Uvita de plata Cabernet Sau x 1lt (12);6.42;659;N;1;12;0
7790703000256;;Bianchi Varietales Malbec 6x750;13.89;4;N;1;6;0
7790703000232;;Bianchi Varietales Cab. Sau 6x750;13.89;31;N;1;6;0
7790703000270;;Bianchi Varietales syrah 6x750;13.89;27;N;1;6;0
7790703168451;;Bianchi Varietales torrontes 6x750;13.38;9;N;1;6;0
7790703000294;;Bianchi Varietales chardonay 6x750;13.89;30;N;1;6;0
7791680301107;;Te La Hoja x 25s;1.42;856;N;1;20;0
7790036000473;;Vi�a Mayor Chablis x 750(6);5.35;73;N;1;6;0
7790036001197;;La Vid Tto x 1lt  (12);5.31;390;N;1;12;0
7791293012292;;Sedal Sh. Recon estructural 24 x 15ml;10.35;63;N;1;4;0
7791293012308;;Sedal Enj recon estructural x 24u;9.06;201;N;1;4;0
7791293011165;;Sedal Ac R. estructural x 200 (12);5.52;56;N;1;12;0
7791293011110;;Sedal Sh R. estructural x 200 (12);5.52;263;N;1;12;0
7791293011172;;Sedal Ac R. estructural x 350 (12);8.88;47;N;1;12;0
7791293011127;;Sedal Sh R. estructural x 350 (12);8.69;50;N;1;12;0
7791293011189;;Sedal Ac R. estructural x 300 (12);7.39;0;N;1;12;0
7791293011134;;Sedal Sh R. estructural x 300 (12);7.12;53;N;1;12;0
7891150002609;;Sedal Crema tratamineto estructural  x 450 (6);12.35;12;N;1;6;0
7891150004368;;Dove Locion p. normal x 200 ml (12);9.11;62;N;1;12;0
75030537;;Des. Axe rollon sensitive 12x53g;8.08;25;N;1;12;0
7791293019826;;Sedal Ac  ceramidas x 350 (12);8.88;16;N;1;12;0
7791293019741;;Sedal Ac  balance x 350 (12);8.88;64;N;1;12;0
7791293019819;;Sedal Sh ceramidas x 350 (12);8.69;60;N;1;12;0
7791293019734;;Sedal Sh crema x 350 (12);8.88;58;N;1;12;0
316;;Ala ultra L.V F.Citricas x 300ml (12);4.82;25;N;1;12;0
339;;Ala ultra L.V limon x 300ml (12);4.53;39;N;1;12;0
7791290000735;;Ala ultra L.V Glicerina x 300ml (12);4.82;30;N;1;12;0
7791290000728;;Ala ultra L.V aloe x 300ml (12);4.82;30;N;1;12;0
7791290000681;;Ala ultra L.V limon x 500ml (12);7.11;54;N;1;12;0
7791290000711;;Ala ultra L.V f.citricas x 500ml (12);7.11;111;N;1;12;0
7791290000704;;Ala Limon Lv Vaj x 4lt(4);21.19;5;N;1;4;0
7891990001732;17891990001814;VODKA SOBIESKI X 750 (12);41.24;8;N;1;12;0
1039;;Des. Impulse Deo white 12x53gr;6.64;181;N;1;12;0
1043;;Des. Axe sensitive x113gr (12);9.1;111;N;1;12;0
7798113159731;;Dale Surtidas x 400 grs (12);3.64;673;N;1;12;0
873;;Baggio Vida Manzana x 200 (18);1.11;293;N;1;18;0
7791599000955;;Fideos caracol rayado x 500g;2.12;659;N;1;12;0
2779089300073;;Grandote 2 Marfil 40u x 38g;18.18;13;N;1;1;0
7791293990163;;Jabon rexona pure fresh 3 x 125gr (24);5.65;115;N;1;24;0
7792006000117;;Arroz Tio Carlos 00000  x 500g (10);2.29;302;N;1;10;0
7793522000186;;Vainillas Valente  12u x 160g (24);2.39;999;N;1;24;0
838;;Globo aerostatico x 1;3.72;23;N;1;100;0
7794000401372;;Mayonesa Hellmanns x 1000cc(8);13.01;31;N;1;8;0
832;;Papas Fritas x 20g (40) Big Cheese;0.75;70;N;1;40;0
7798113157607;;Dale Sweety vainilla x 170 grs (24);2.05;547;N;1;36;0
7798113157614;;Dale sweety Chocolate x 170 grs (24);2.05;913;N;1;36;0
7798006350481;;Pastillas Clix mandarina x 50u;8.91;323;N;1;32;0
7798113150226;;Pastillas Clix frutilla x 50u;8.91;283;N;1;32;0
7798113159809;;Pastillas mini Clix x 100u;8.71;127;N;1;18;0
7790950000115;;Gancia one x 265cc (12);5.15;331;N;1;12;0
7793024000363;;Capullitas x 907 gr;14.04;0;N;1;12;0
7790590000131;;Mata Moscas x 360 ml (6);5.83;60;N;1;6;0
7790590000148;;Mata Moscas doble Accion x 360 ml (6);7.9;145;N;1;6;0
